"","Clus 1","Clus 2","Clus 3","Clus 4","Clus 5","Clus 6","Clus 7","Clus 8","Clus 9","Clus 10","Clus 11","Clus 12"
"Obj 106",1.30104521809302e-07,3.72305488011805e-06,8.57361373552411e-08,3.26086823007288e-07,1.0814541133372e-05,5.28370922306839e-05,1.65029965388582e-06,0.000960633620212563,0.998968131874905,5.43657332502432e-07,9.18014076269482e-07,2.05918093094519e-07
"Obj 107",1.54963675391591e-07,4.45236673706288e-06,1.02090504452577e-07,3.88642031630102e-07,1.29513686861902e-05,6.35191253722135e-05,1.97105989402852e-06,0.0011721019756796,0.998742369323549,6.48219846307559e-07,1.09551333448368e-06,2.45350689734406e-07
"Obj 108",1.75984614825984e-07,5.07383835677661e-06,1.15907961889371e-07,4.41778807159089e-07,1.48028918909919e-05,7.29797062724521e-05,2.24427178977102e-06,0.00136058702844257,0.998541316210038,7.37247523590764e-07,1.2463926341723e-06,2.78741668233309e-07
"Obj 109",2.01460279407841e-07,5.83352153327094e-06,1.32641453775709e-07,5.06021909717731e-07,1.70365982720204e-05,8.42173132622578e-05,2.5751371195396e-06,0.00160093777569181,0.99828596633669,8.44749872645568e-07,1.42925413402879e-06,3.19189781240719e-07
"Obj 110",2.19999274893618e-07,6.39248304679537e-06,1.44806551483142e-07,5.53059463358716e-07,1.87209355432723e-05,9.31272033468728e-05,2.82015374444583e-06,0.00178452274191159,0.99809066197702,9.23936858471066e-07,1.56400677712152e-06,3.48696461912344e-07
"Obj 111",2.66365692137232e-07,7.76906083834215e-06,1.75273222042799e-07,6.70182764597835e-07,2.28123290734294e-05,0.000113905389249244,3.42297347233492e-06,0.00221943404814461,0.997628105005472,1.12002998006888e-06,1.89700913410317e-06,4.2233295716459e-07
"Obj 112",3.20057390815101e-07,9.37081729977126e-06,2.10553920157946e-07,8.05941578877631e-07,2.75672418299999e-05,0.000138122768278807,4.12325149318771e-06,0.00272006092807874,0.997095280161402,1.34746579761751e-06,2.28314693090368e-06,5.07665999013127e-07
"Obj 113",3.59753499509549e-07,1.05764282027246e-05,2.36600884867005e-07,9.06374871221102e-07,3.11606564995909e-05,0.00015686373808797,4.64734062724254e-06,0.00315267544174806,0.996637914965179,1.51652322770217e-06,2.57136654944033e-06,5.70810623119626e-07
"Obj 114",4.10502585842196e-07,1.21145308804049e-05,2.69898225384904e-07,1.03509495098363e-06,3.57844167701939e-05,0.00018102752645942,5.31794911793171e-06,0.00370480670024625,0.996053909513391,1.73247708284366e-06,2.9398326848751e-06,6.51557605177017e-07
"Obj 115",4.48904734382608e-07,1.32995827019137e-05,2.95058976299858e-07,1.13273052890624e-06,3.93494130162168e-05,0.000199889482350394,5.82954363663543e-06,0.0041217868226014,0.995612137735704,1.89725106713893e-06,3.22068869319807e-06,7.12785990022398e-07
"Obj 116",4.45333517712263e-07,1.32482673981299e-05,2.92604325959598e-07,1.1246571106731e-06,3.92887665338752e-05,0.000200553162021906,5.79810523781044e-06,0.00421423579303743,0.995519220549582,1.88433473602639e-06,3.20106096698904e-06,7.07365531539848e-07
"Obj 117",5.33297701238545e-07,1.59261731396927e-05,3.50316490346488e-07,1.34769205478155e-06,4.73118174724297e-05,0.000242581690582967,6.96209578478536e-06,0.00516121113113145,0.994516828373142,2.25952830422326e-06,3.84047834280226e-06,8.47405852904201e-07
"Obj 118",5.89747252899691e-07,1.76815382948109e-05,3.87279436834561e-07,1.4915662211031e-06,5.26581948813157e-05,0.000271321597201458,7.72012137391817e-06,0.00588187551891463,0.993758579687625,2.5020007953907e-06,4.25533504445565e-06,9.37412958524363e-07
"Obj 119",7.13192663575246e-07,2.14525766645952e-05,4.6822269449965e-07,1.80523075234433e-06,6.40540450606716e-05,0.000331741997647022,9.36060964095253e-06,0.0072466506755387,0.992314433838497,3.02991428726985e-06,5.15565671944509e-06,1.13403983339126e-06
"Obj 120",8.42660251366403e-07,2.54603803596407e-05,5.53044130122369e-07,2.13422834187819e-06,7.60663070747089e-05,0.000393852033543027,1.10801935420283e-05,0.00878292930640964,0.990696059567264,3.582589339799e-06,6.09934207645096e-06,1.3403476677066e-06
"Obj 121",9.27116568925442e-07,2.81144281520209e-05,6.08324676086015e-07,2.35050874689013e-06,8.42498965384867e-05,0.000438406081139785,1.22239706635455e-05,0.00986638531350192,0.989554588777606,3.94706655347077e-06,6.72319124714856e-06,1.47532460585059e-06
"Obj 122",9.06624144859892e-07,2.76147988783473e-05,5.94657124582449e-07,2.29996614589329e-06,8.29072199158277e-05,0.000434154559240883,1.19893417690151e-05,0.00999372116370442,0.989433914270884,3.86527981052869e-06,6.58893135502743e-06,1.44318702680567e-06
"Obj 123",1.00557714325451e-06,3.07520618189942e-05,6.59405029299901e-07,2.55317292015561e-06,9.25889853665746e-05,0.000487725336806036,1.33402983053693e-05,0.0115047052395872,0.987853452515357,4.2928379522451e-06,7.32326642469051e-06,1.60130328899232e-06
"Obj 124",1.03205371236359e-06,3.16887972046889e-05,6.76515107920488e-07,2.62234159570386e-06,9.56059728104412e-05,0.000506305652468797,1.37252622641964e-05,0.0120878213025344,0.987246934921146,4.41200007025642e-06,7.53110661447878e-06,1.64407447094354e-06
"Obj 125",1.2180786891908e-06,3.75413305845386e-05,7.98247895291334e-07,3.09755173297973e-06,0.000113580138032313,0.000604306066531465,1.62461849413728e-05,0.0147623114556102,0.98444484071899,5.21365571510841e-06,8.90557529298972e-06,1.94099598527631e-06
"Obj 126",1.29211287433436e-06,3.99981301341954e-05,8.46522956121851e-07,3.28798164230479e-06,0.000121161368800876,0.000647100215721586,1.72754210051778e-05,0.0160155888074078,0.983136388650771,5.5374705806522e-06,9.46348871947223e-06,2.05982938658712e-06
"Obj 127",1.40426111339102e-06,4.36230925786427e-05,9.19740690898403e-07,3.57648888712199e-06,0.000132530681904218,0.000712262611457205,1.88270004639487e-05,0.0177878285293035,0.981280454551152,6.02762175717143e-06,1.03059277440415e-05,2.2394929477895e-06
"Obj 128",1.58880958542868e-06,4.95765069672851e-05,1.04027415964515e-06,4.04955705501354e-06,0.000150855661212301,0.00081225047049492,2.13529352487534e-05,0.0208648307520435,0.978073416501538,6.82542111651579e-06,1.16785310010682e-05,2.53457957758793e-06
"Obj 129",1.70534534172064e-06,5.34020331693411e-05,1.11626622225952e-06,4.34955371626776e-06,0.000162890804844897,0.00088403218619809,2.29919316981888e-05,0.0228769031755917,0.975969983962228,7.3387154418449e-06,1.25644738998609e-05,2.72155164813981e-06
"Obj 130",1.84318087244744e-06,5.79793912592998e-05,1.20613052330024e-06,4.70460196664129e-06,0.000177193481359598,0.000964736863744488,2.49120115231871e-05,0.0256138989980882,0.973129038985737,7.94028977695577e-06,1.36035250749881e-05,2.94254007370862e-06
"Obj 131",1.97716163454294e-06,6.24311686200917e-05,1.29343799552435e-06,5.05086853686622e-06,0.000191235389285738,0.00104658343269778,2.67952496122263e-05,0.0279781059184934,0.970660219725877,8.52990792005e-06,1.4619973938061e-05,3.1577653889993e-06
"Obj 132",2.17401780992182e-06,6.89289722079878e-05,1.42181591704259e-06,5.55856026386227e-06,0.000211794219839988,0.00116537076177829,2.95508658495066e-05,0.0321323748982843,0.966353853942349,9.39092553701316e-06,1.61077687065682e-05,3.47325145698492e-06
"Obj 133",2.4565935470431e-06,7.81452872173046e-05,1.60615135203322e-06,6.28583633154858e-06,0.000240684923823979,0.00133227062809598,3.34834292359315e-05,0.0368559702801908,0.961416304653012,1.06272633425936e-05,1.82388906418566e-05,3.92606320897446e-06
"Obj 134",2.55829693235992e-06,8.17509441886708e-05,1.67206691273824e-06,6.55154969510909e-06,0.000252298130752828,0.00140032201552935,3.49495243911947e-05,0.0397842080025025,0.958401495972944,1.10800562311039e-05,1.90232168466341e-05,4.09022307323671e-06
"Obj 135",2.67054829580853e-06,8.56922184449926e-05,1.74493041047576e-06,6.84359222074036e-06,0.000264954133190083,0.00148060085906934,3.65959886482049e-05,0.0426458196249754,0.955439319963425,1.15830533184387e-05,1.9903668358387e-05,4.27141964328342e-06
"Obj 136",2.81054132163302e-06,9.05594003575162e-05,1.83587426698793e-06,7.20996927449282e-06,0.000281013070953778,0.00157910180273529,3.86223646000453e-05,0.0465968103344622,0.951364346691366,1.22062705286471e-05,2.09865708921771e-05,4.49710924067332e-06
"Obj 137",2.96775047018e-06,9.60806411977516e-05,1.93789493178188e-06,7.61716963788735e-06,0.000298385701443788,0.00168290922627446,4.08923383663048e-05,0.0510396738421736,0.946789679687678,1.29026654127271e-05,2.2202915231851e-05,4.75016718129622e-06
"Obj 138",3.33814704180154e-06,0.00010843816416519,2.17923615094853e-06,8.57538946030236e-06,0.00033786976210139,0.00191718522156836,4.61271478174223e-05,0.0588315493762506,0.938699832748541,1.45361773128851e-05,2.50237020296386e-05,5.34492756036969e-06
"Obj 139",3.41654264933243e-06,0.000111498194291792,2.22950528769618e-06,8.7835113768675e-06,0.000348046916068359,0.00198454058108102,4.73410455660511e-05,0.0625833769646543,0.934864738150585,1.48937346686178e-05,2.5662409775824e-05,5.47244399538212e-06
"Obj 140",3.80122674730636e-06,0.000124514364980804,2.48007750416644e-06,9.78058365313397e-06,0.000389800696713609,0.00223473583929864,5.28250336147102e-05,0.0714941666798999,0.925636600218154,1.65954429088088e-05,2.86089096775762e-05,6.09092684763288e-06
"Obj 141",3.94611776709084e-06,0.000129806615482402,2.57376067563022e-06,1.01631766367632e-05,0.000407443766514023,0.00234469115313683,5.49632046049816e-05,0.0761415670543546,0.920851521513498,1.72492247256541e-05,2.97484843233254e-05,6.32592828070857e-06
"Obj 142",4.26629067209722e-06,0.000140911235428564,2.78181075398088e-06,1.09941101670204e-05,0.000443114740169524,0.00256819389835807,5.96163825233842e-05,0.0853815329205569,0.911330835793615,1.86770690561449e-05,3.22345372837632e-05,6.84121141576825e-06
"Obj 143",4.38904408600186e-06,0.000145643933105303,2.86078490913564e-06,1.13183889524975e-05,0.000458695443146956,0.00267006562452509,6.14949614276543e-05,0.0909184380127056,0.905667588993892,1.92366712378816e-05,3.32275530847233e-05,7.04058892718036e-06
"Obj 144",4.60258787080608e-06,0.000153362580827402,2.99920179707929e-06,1.18809966997053e-05,0.000484673173707295,0.00283836654741072,6.4675338174498e-05,0.0990820640128333,0.897294875658896,2.02020557726797e-05,3.49113525924458e-05,7.38649341769157e-06
"Obj 145",4.95036998910471e-06,0.00016564275665178,3.22488548169887e-06,1.27886195473171e-05,0.000524692616950576,0.00308595352603721,6.97452862634583e-05,0.110116100215633,0.88594957911324,2.17557577089002e-05,3.76195173236053e-05,7.94733517343165e-06
"Obj 146",5.53390674228306e-06,0.000186732662597613,3.60280598963774e-06,1.43194300615927e-05,0.000594297357054388,0.00352904031073965,7.83953439128836e-05,0.131554184662884,0.863958405067963,2.43808141253824e-05,4.22168812398398e-05,8.89075668972689e-06
"Obj 147",5.75005521690724e-06,0.000194798770721655,3.74227910372436e-06,1.48878830525449e-05,0.000621069774967305,0.00371733977456836,8.17082706486322e-05,0.139376752505005,0.855905367272279,2.53756112915803e-05,4.39663022158912e-05,9.24150092953759e-06
"Obj 148",6.04706518039746e-06,0.000205791348852792,3.93448678022459e-06,1.56726583299326e-05,0.00065819604266914,0.00395626415581701,8.6172688888155e-05,0.154374197561508,0.840610962550562,2.67165819353529e-05,4.63223536324415e-05,9.72250584477139e-06
"Obj 149",6.23604610222611e-06,0.000213126417691974,4.056158243544e-06,1.61740100042842e-05,0.00068281637542477,0.00412638186301067,8.91026219867603e-05,0.162514624177201,0.832261993677161,2.75930106963847e-05,4.78648847544156e-05,1.00307577232447e-05
"Obj 150",6.43413980442152e-06,0.000220911237607263,4.1835632881014e-06,1.67011389456878e-05,0.000709572519871495,0.00431277874522333,9.22033336602311e-05,0.176133093437057,0.818415781438339,2.85018010133267e-05,4.94856817757402e-05,1.03529634136662e-05
"Obj 151",6.86648677643932e-06,0.000236552498821306,4.46347178402091e-06,1.78370739662543e-05,0.000761835336343515,0.00466197758094492,9.86819537290847e-05,0.189958915134682,0.804158426592766,3.04688193167999e-05,5.29221951476856e-05,1.10528557217659e-05
"Obj 152",6.98482487336815e-06,0.000241794564404314,4.53879654916573e-06,1.81605688427609e-05,0.000780894183973498,0.00480782032225254,0.000100687261260699,0.20371891841062,0.790223973257982,3.10320261551595e-05,5.39482297083929e-05,1.12475533777046e-05
"Obj 153",7.27228693028588e-06,0.000252871609722514,4.72408249372406e-06,1.89254192862053e-05,0.000819042310630895,0.00506319220049876,0.000105108859286867,0.223644703007942,0.769983830909106,3.23479823071999e-05,5.62668140138011e-05,1.17145177813596e-05
"Obj 154",7.4755479452012e-06,0.000261052544415692,4.85465627746838e-06,1.94681356729469e-05,0.000847198454957372,0.00527555747432893,0.000108374224267756,0.235204808755359,0.758167891120213,3.33034047970581e-05,5.79686349891633e-05,1.20470467761815e-05
"Obj 155",7.86049798236527e-06,0.000275661603454806,5.10341643652685e-06,2.04864151966996e-05,0.000896598778362641,0.00560786362442083,0.000114295079573893,0.257063749763327,0.735899571461286,3.50655641907048e-05,6.10717424450608e-05,1.26720533227e-05
"Obj 156",7.98793295310305e-06,0.00028142468284599,5.18429250869673e-06,2.08365439775979e-05,0.000917891259831891,0.00577835643606027,0.000116471019223258,0.272578990079197,0.720182101066465,3.56825774535637e-05,6.21915072273514e-05,1.28826022562619e-05
"Obj 157",8.2918793118875e-06,0.000293323105654645,5.38007691213938e-06,2.16488360664311e-05,0.000959769551857988,0.00607701830490826,0.000121261916476715,0.295274319863064,0.697123831678839,3.70906510767208e-05,6.46863744203626e-05,1.33777614118161e-05
"Obj 158",8.46049311252354e-06,0.000300671217301063,5.48752010454489e-06,2.21057398027562e-05,0.000985509371903361,0.00626735156461127,0.000124033992438539,0.309535878496473,0.682632823655032,3.78970919325346e-05,6.61257395374325e-05,1.36551177511081e-05
"Obj 159",8.65427757723914e-06,0.000308886726339602,5.61159785142383e-06,2.26308165428915e-05,0.00101543830314803,0.00649907571666257,0.000127267820114895,0.333546690820213,0.658345173831593,3.88165027261711e-05,6.77806153636407e-05,1.39729718681755e-05
"Obj 160",9.03871466657361e-06,0.000323922260671575,5.85912731178438e-06,2.36544443242448e-05,0.00106665436891973,0.00684370273304626,0.000133252715403883,0.355525103782218,0.635942719106239,4.05829521843295e-05,7.0910199138544e-05,1.45995958760667e-05
"Obj 161",9.02329152609623e-06,0.000324934797589038,5.84705983039975e-06,2.36317475100917e-05,0.00107302026337553,0.00694884057859599,0.000133474943062054,0.373595776860327,0.617759323238883,4.05805614425859e-05,7.09666980309952e-05,1.45799598269488e-05
"Obj 162",9.13801512518012e-06,0.000330425462003186,5.9196148072489e-06,2.39543439694923e-05,0.00109443562700739,0.00713983749075607,0.000135573603071797,0.39049271148671,0.600640047851679,4.11614111936352e-05,7.20230904078654e-05,1.47720032691135e-05
"Obj 163",9.44881315595062e-06,0.000343199667241203,6.11903573506357e-06,2.47887977255951e-05,0.00113861321951466,0.00743824231095414,0.000140513613649288,0.415339315877707,0.575427282010806,4.26016687935228e-05,7.45952498439619e-05,1.52797348732947e-05
"Obj 164",9.44521477391554e-06,0.000344526662842293,6.11497093945045e-06,2.48024192846137e-05,0.00114723175170602,0.0075621284657897,0.000140916588101909,0.434151685346117,0.556480478753924,4.26583381583395e-05,7.47308192555473e-05,1.52806691071626e-05
"Obj 165",9.40781741990244e-06,0.000344696724878022,6.08862930722781e-06,2.47270558352603e-05,0.00115156299132888,0.0076527319523237,0.000140799810787595,0.457429534151569,0.533108067637803,4.2554407535541e-05,7.46031681089294e-05,1.52256531023992e-05
"Obj 166",9.52239865433755e-06,0.000350470374539595,6.16085448391866e-06,2.50464542645654e-05,0.00117327911422879,0.00784452221559974,0.000142940605167744,0.47851382323549,0.511800011488522,4.31333799808672e-05,7.5672572503669e-05,1.54173065655764e-05
"Obj 167",9.5514207306026e-06,0.000353101733701528,6.17805069392708e-06,2.51448844087035e-05,0.00118590554077035,0.00797101807596497,0.000143827296197555,0.509644022738704,0.480526406063621,4.33196240424557e-05,7.60548954579798e-05,1.54696757066735e-05
"Obj 168",9.48179989675272e-06,0.000352185603554235,6.13070672942381e-06,2.49798204817918e-05,0.00118497048311473,0.00801490859074384,0.000143197279391943,0.529728361325131,0.460401700011679,4.3061362211392e-05,7.56604848900439e-05,1.53625321759574e-05
"Obj 169",1.05871845722846e-05,0.000393653359123134,6.84378463854481e-06,2.79106157359462e-05,0.00132707025960878,0.00900243747269089,0.000160230990573806,0.546780299645667,0.442141034323973,4.81476883226228e-05,8.46269090583524e-05,1.71577660362993e-05
"Obj 170",9.38012540406045e-06,0.000351583205431751,6.06101660726077e-06,2.47537747911047e-05,0.00118942114441434,0.00814498929698409,0.000142483405920456,0.574552122472911,0.415446121915171,4.27184723474661e-05,7.5155393438969e-05,1.52097765775669e-05
"Obj 171",9.39978729625982e-06,0.000353878718988223,6.07226596282304e-06,2.48258655747296e-05,0.0012000976352008,0.00826380162416358,0.000143217625383249,0.596762404330684,0.393102718659634,4.28702382980514e-05,7.54650395822153e-05,1.52482092328098e-05
"Obj 172",9.43511076194702e-06,0.000356579868189712,6.09303560623864e-06,2.49392164320743e-05,0.00121286807727241,0.00841011378344414,0.000144190030446418,0.6201196433402,0.369581816016623,4.30949379023873e-05,7.59162898395857e-05,1.53102932822313e-05
"Obj 173",9.15225882436094e-06,0.00034774353481266,5.90821729160229e-06,2.42130673222353e-05,0.00118609060553012,0.00827929073669606,0.000140274754557147,0.638633954514521,0.351242855889927,4.18624010965008e-05,7.37964152286531e-05,1.48576041920869e-05
"Obj 174",9.06683395792484e-06,0.000345964525473745,5.85157235200464e-06,2.40084817876524e-05,0.00118363929830247,0.00832404147521961,0.000139402232268388,0.657890218685606,0.331948284112545,4.15357478069133e-05,7.32613603103683e-05,1.47256743701722e-05
"Obj 175",8.96643062769799e-06,0.000343690171162362,5.78475104341005e-06,2.37659314859143e-05,0.00117931301565087,0.00831867524112217,0.000138184812410572,0.678189243774374,0.311664111717964,4.11223471200419e-05,7.25737118698071e-05,1.45680951690865e-05
"Obj 176",8.88587832890295e-06,0.000342016305620579,5.73131581595646e-06,2.35687773427721e-05,0.0011764090622715,0.00837904312272418,0.000137439384310429,0.695575869807485,0.29422366754335,4.08268407341796e-05,7.20987852761524e-05,1.44431767398528e-05
"Obj 177",8.74002576491462e-06,0.00033807812353114,5.63527262925716e-06,2.32013304456774e-05,0.00116528293037812,0.00832818167370012,0.000135511145607522,0.71228906202626,0.277580847715833,4.02030192041874e-05,7.10446717987317e-05,1.42120648477365e-05
